"palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"suceso",2,2,2,0,0.7071,0,"sustantivo"
"acostar",2.4,2.8,2.4,0.5477,0.4472,0.5477,"verbo"
"grande",2.2,2.4,2.4,0.4472,0.5477,0.5477,"sustantivo"
"reunión",2.6,2.6,3,0.5477,0.5477,0,"sustantivo"
"nostalgia",2,2,2.2,0.7071,0.7071,0.8367,"sustantivo"
"advertir",2,2.8,2.6,0.7071,0.4472,0.5477,"verbo"
"solista",2.6,2.6,3,0.5477,0.5477,0,"sustantivo"
"conversar",2.6,3,3,0.5477,0,0,"verbo"
"impulsar",2.4,2.8,3,0.5477,0.4472,0,"verbo"
"silencioso",2,2.2,2.8,0.7071,0.4472,0.4472,"adjetivo"
"recientemente",2.2,2.2,1.8,0.4472,0.4472,0.8367,"adverbio"
"mezcla",2.2,1.8,2.2,0.4472,0.4472,0.8367,"sustantivo"
"herida",1,2.8,3,0,0.4472,0,"sustantivo"
"primo",2.2,2.2,2.2,0.4472,0.4472,0.4472,"sustantivo"
"murmullo",1.6,3,2.6,0.5477,0,0.8944,"sustantivo"
"agitar",2.2,3,2.8,0.4472,0,0.4472,"verbo"
"batería",2,2.4,2.8,0.7071,0.5477,0.4472,"sustantivo"
"rutina",1.2,2.2,2.2,0.4472,1.0954,0.8367,"sustantivo"
"milagro",2.8,2.4,1.6,0.4472,0.8944,0.8944,"sustantivo"
"tramo",2,2,1.8,0,0,0.8367,"sustantivo"
"cabecera",2,2.2,2.2,0,0.4472,0.8367,"sustantivo"
"familiar",2.8,2,2.2,0.4472,0.7071,0.8367,"sustantivo"
"bien",3,2.4,2.4,0,0.8944,0.8944,"sustantivo"
"contribuir",3,2.6,2.8,0,0.8944,0.4472,"verbo"
"arquitectónico",2.6,2.2,2.2,0.5477,0.8367,0.8367,"adjetivo"
"declaración",2,3,1.8,0,0,0.8367,"sustantivo"
"dias",2,2.2,2.6,0,0.4472,0.5477,"sustantivo"
"llama",2.4,2.4,3,0.8944,0.8944,0,"sustantivo"
"ascenso",2.6,3,2.6,0.5477,0,0.5477,"sustantivo"
"ama",1.8,2.2,2.2,0.8367,0.8367,0.8367,"sustantivo"
"excelente",3,2,2.2,0,0,0.8367,"adjetivo"
"fluir",2.4,2.8,2.2,0.5477,0.4472,0.8367,"verbo"
"audiencia",2.4,2.2,2.2,0.5477,0.8367,0.8367,"sustantivo"
"riqueza",2.8,2,2.4,0.4472,0,0.8944,"sustantivo"
"modificar",2.4,3,2.6,0.5477,0,0.5477,"verbo"
"vela",2.4,1.8,3,0.5477,0.8367,0,"sustantivo"
"engañar",1,3,3,0,0,0,"verbo"
"exitoso",3,2.6,2.2,0,0.5477,0.8367,"adjetivo"
"loco",2,2.2,2.8,0.7071,0.4472,0.4472,"sustantivo"
"indígena",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"miel",2.6,1.4,3,0.5477,0.5477,0,"sustantivo"
"mentir",1.2,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"tendencia",2.2,2,1.2,0.4472,0.7071,0.4472,"sustantivo"
"piedad",2.2,2.4,1.2,0.4472,0.5477,0.4472,"sustantivo"
"solar",2.6,2.2,2,0.5477,0.4472,1,"adjetivo"
"turismo",3,3,3,0,0,0,"sustantivo"
"moral",3,2.2,1.4,0,0.8367,0.8944,"adjetivo"
"borrar",2,3,1.8,0,0,0.8367,"verbo"
"decreto",2,2.6,1.4,0,0.5477,0.5477,"sustantivo"
"definitivo",2,2.4,1.2,0,0.8944,0.4472,"adjetivo"
"aqui",2.4,1.8,1.6,0.5477,0.4472,0.8944,"sustantivo"
"cura",2.2,1.8,2.4,1.0954,0.8367,0.8944,"sustantivo"
"especializar",2.2,2.6,1.4,0.4472,0.8944,0.5477,"verbo"
"fumar",1.4,3,3,0.8944,0,0,"verbo"
"droga",1.2,2.8,3,0.4472,0.4472,0,"sustantivo"
"monje",2.2,1.8,2.6,0.4472,0.4472,0.5477,"sustantivo"
"azul",2.8,1.4,3,0.4472,0.5477,0,"sustantivo"
"notable",2.4,1.8,1.6,0.5477,0.4472,0.5477,"adjetivo"
"oriente",2.2,1.8,2,0.4472,0.4472,1,"sustantivo"
"vidrio",2.2,1.4,3,0.4472,0.5477,0,"sustantivo"
"renta",1.8,1.8,2.2,0.4472,0.4472,0.4472,"sustantivo"
"amigo",3,2.4,2.8,0,0.8944,0.4472,"adjetivo"
"pato",2.6,2.6,3,0.5477,0.5477,0,"sustantivo"
"precioso",3,1.6,2.4,0,0.5477,0.8944,"adjetivo"
"pluma",3,2.2,3,0,0.8367,0,"sustantivo"
"atar",1.8,2.8,3,0.8367,0.4472,0,"verbo"
"satisfacer",3,3,2,0,0,1,"verbo"
"caliente",2.4,2,3,0.5477,0.7071,0,"adjetivo"
"agrupar",2,2.8,3,0,0.4472,0,"verbo"
"nominar",2.2,2.8,2.2,0.4472,0.4472,0.8367,"verbo"
"posesión",2,2.4,2,0,0.5477,1,"sustantivo"
"respetar",3,2.8,2.6,0,0.4472,0.5477,"verbo"
"precisamente",2.2,2,2,0.4472,0.7071,1,"adverbio"
"implicar",2,2.4,2,0,0.8944,0.7071,"verbo"
"editorial",2.2,2.2,2.8,0.4472,0.4472,0.4472,"sustantivo"
"misterioso",2,2,2.2,0.7071,0.7071,1.0954,"adjetivo"
"impacto",1.8,2.6,2.6,0.8367,0.5477,0.5477,"sustantivo"
"margen",2,2,2.2,0,0,1.0954,"sustantivo"
"descubrimiento",3,2.8,2.8,0,0.4472,0.4472,"sustantivo"
"constar",2,1.8,1,0,0.4472,0,"verbo"
"sabio",3,2.2,2.6,0,0.8367,0.8944,"adjetivo"
"isleño",2.2,2,2.6,0.4472,0.7071,0.5477,"adjetivo"
"cárcel",1.4,1.6,2.6,0.5477,0.8944,0.8944,"sustantivo"
"tradicionalmente",2.4,2,1.8,0.5477,0,0.4472,"adverbio"
"manifestar",2,2.6,2.4,0.7071,0.8944,0.8944,"verbo"
"invisible",2,2,2.6,0.7071,0,0.8944,"adjetivo"
"propuesta",2.6,2.8,2.2,0.5477,0.4472,0.4472,"sustantivo"
"universitario",2.8,2.6,2.8,0.4472,0.5477,0.4472,"adjetivo"
"paular",2,2,1.4,0.7071,0.7071,0.5477,"verbo"
"divertir",2.8,2.8,2.4,0.4472,0.4472,0.8944,"verbo"
"rueda",2.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"ventaja",2.2,2.4,2,0.8367,0.5477,0.7071,"sustantivo"
"ubicación",2,1.6,2.2,0,0.5477,0.4472,"sustantivo"
"patrimonio",1.8,2,2.2,0.8367,0.7071,1.0954,"sustantivo"
"vano",1.6,1.6,1.4,0.8944,0.5477,0.5477,"adjetivo"
"signo",2.2,1.8,2.2,0.4472,0.4472,1.0954,"sustantivo"
"bestia",1.8,2.4,3,0.8367,0.5477,0,"sustantivo"
"convento",1.4,1.4,3,0.5477,0.5477,0,"sustantivo"
"pico",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"tour",2.6,2.8,2.6,0.8944,0.4472,0.5477,"sustantivo"
"comprobar",2.6,3,2.4,0.5477,0,0.8944,"verbo"
"estallar",1.4,3,2.6,0.5477,0,0.8944,"verbo"
"ejercicio",2.4,3,3,0.8944,0,0,"sustantivo"
"físico",2.4,2.2,2.6,0.5477,0.8367,0.5477,"sustantivo"
"lloro",1,2.6,3,0,0.8944,0,"sustantivo"
"lucir",2.8,2.6,2.6,0.4472,0.5477,0.5477,"verbo"
"insistir",1.2,3,2.4,0.4472,0,0.8944,"verbo"
"disposición",2.6,2,1.8,0.5477,1,0.8367,"sustantivo"
"pobre",1.2,1.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"escala",2.4,1.8,2.2,0.5477,0.8367,0.8367,"sustantivo"
"eje",2.6,1.8,2.6,0.5477,0.8367,0.8944,"sustantivo"
"madrugada",2.6,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"invitado",2.4,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"danzar",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"ciego",1.6,1.2,2.6,0.5477,0.4472,0.8944,"adjetivo"
"jornada",2,2.4,2.4,0,0.5477,0.8944,"sustantivo"
"enemigo",1.2,2.2,2.6,0.4472,0.8367,0.5477,"adjetivo"
"exacto",2.8333,2.1667,2.6667,0.4082,0.4082,0.8165,"adjetivo"
"adaptar",2.4,2.6,2,0.5477,0.5477,1,"verbo"
"impulso",2.4,2.8,1.8,0.5477,0.4472,0.8367,"sustantivo"
"aparato",2.2,1.6,2.6,0.4472,0.8944,0.5477,"sustantivo"
"comarca",2.6,1.4,3,0.5477,0.5477,0,"sustantivo"
"pelea",1.1667,3,3,0.4082,0,0,"sustantivo"
"legislatura",1.8333,2,2.6667,0.4082,0.6325,0.5164,"sustantivo"
"explotar",1.5,3,2.8333,0.5477,0,0.4082,"verbo"
"respectivamente",2.1667,2,1.3333,0.4082,0,0.8165,"adverbio"
"específico",2.3333,2,1.5,0.5164,0,0.5477,"adjetivo"
"manejar",2.5,3,2.6667,0.5477,0,0.5164,"verbo"
"productor",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"automóvil",2.8,2.6,3,0.4472,0.8944,0,"sustantivo"
"toro",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"prisa",1.6,3,3,0.8944,0,0,"sustantivo"
"posiblemente",2.2,1.8,1.6,0.8367,0.8367,0.8944,"adverbio"
"aumento",2.2,2.4,2.6,0.8367,0.8944,0.8944,"sustantivo"
"isleño",2.6,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"delante",2.2,2,2.8,0.4472,0,0.4472,"adverbio"
"victoria",3,2.6,3,0,0.5477,0,"sustantivo"
"alzar",2.6667,3,3,0.5164,0,0,"verbo"
"material",2,2,2.5,0.6325,0.6325,0.8367,"adjetivo"
"canto",3,2.8333,2.8333,0,0.4082,0.4082,"sustantivo"
"delicado",2.6667,2,2.8333,0.5164,0.8944,0.4082,"adjetivo"
"tardar",1.3333,2.1667,2.6667,0.5164,0.9832,0.8165,"verbo"
"originario",2.2,2.2,2.2,0.4472,0.4472,1.0954,"adjetivo"
"coincidir",2.8,2.6,2.2,0.4472,0.5477,1.0954,"verbo"
"ensayo",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"penetrar",2.2,3,2.8,0.8367,0,0.4472,"verbo"
"candidatura",2.2,2.8,2.2,0.4472,0.4472,1.0954,"sustantivo"
"talvez",2,2,2,0,0.7071,1,"adverbio"
"desesperación",1,2.6,2.6,0,0.8944,0.8944,"sustantivo"
"avenida",2,2.6,3,0.7071,0.5477,0,"sustantivo"
"semifinal",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"planear",3,3,2.6,0,0,0.5477,"verbo"
"seguro",2.8,2.8,2.4,0.4472,0.4472,0.8944,"sustantivo"
"comparar",1.8,2.4,3,0.4472,0.8944,0,"verbo"
"agradable",3,2.4,2.4,0,0.5477,0.8944,"adjetivo"
"quebrar",2,3,2.8,0.7071,0,0.4472,"verbo"
"fórmula",2.4,2,2.8,0.5477,0,0.4472,"sustantivo"
"colectivo",2.4,2.4,2.8,0.5477,0.5477,0.4472,"adjetivo"
"silueta",2.6,2.2,3,0.5477,0.4472,0,"sustantivo"
"renunciar",2,2.8,2.8,0.7071,0.4472,0.4472,"verbo"
"supremo",2.8,2,1.8,0.4472,0,0.8367,"adjetivo"
"rosa",2.6,2.4,3,0.5477,0.5477,0,"adjetivo"
"prever",2.6,2.8,2.2,0.5477,0.4472,0.8367,"verbo"
"intervención",2,3,2.2,0.7071,0,0.8367,"sustantivo"
"despierto",2.2,2.8,2.4,0.4472,0.4472,0.5477,"adjetivo"
"usuario",2,2.6,2.8,0,0.5477,0.4472,"sustantivo"
"anciano",2.4,2.2,3,0.5477,0.8367,0,"adjetivo"
"contratar",2.4,2.8,2.2,0.5477,0.4472,0.4472,"verbo"
"monstruo",1.4286,2.4286,3,0.5345,0.5345,0,"sustantivo"
"restaurante",2.8333,2.3333,3,0.4082,0.8165,0,"sustantivo"
"tarde",2.5,2.5,2.8333,0.5477,0.5477,0.4082,"sustantivo"
"humor",2.8333,2.8333,2.8333,0.4082,0.4082,0.4082,"sustantivo"
"plantar",2.6,2.8,3,0.5477,0.4472,0,"verbo"
"saber",3,2.8,2.8,0,0.4472,0.4472,"sustantivo"
"bomba",1.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"inundar",1.8,2,3,0.4472,0.7071,0,"verbo"
"cuchillo",1.8,2.2,3,0.4472,0.8367,0,"sustantivo"
"homenaje",3,2.8,3,0,0.4472,0,"sustantivo"
"consolidar",2.4,2.2,2.2,0.5477,0.4472,0.4472,"verbo"
"competir",2.6,3,2.8,0.5477,0,0.4472,"verbo"
"league",2.2,2.2,1.8,0.4472,0.4472,0.8367,"verbo"
"coste",2.2,1.8,1.8,0.4472,0.4472,0.8367,"sustantivo"
"concentración",2.6,2.6,2.2,0.5477,0.5477,1.0954,"sustantivo"
"elegido",2.6,2.8,2.8,0.5477,0.4472,0.4472,"sustantivo"
"definición",2.4,2,1.8,0.5477,0,0.8367,"sustantivo"
"exactamente",2.4,2.2,1.6,0.5477,0.4472,0.5477,"adverbio"
"combinar",2.2,2.4,2.2,0.4472,0.5477,0.8367,"verbo"
"ceremonia",2.4,2.2,2.8,0.5477,0.4472,0.4472,"sustantivo"
"cruz",1.6,2,3,0.8944,0.7071,0,"sustantivo"
"criticar",1.2,2.8,2.6,0.4472,0.4472,0.5477,"verbo"
"inocente",2.6,1.8,2.8,0.5477,0.4472,0.4472,"adjetivo"
"palpitar",2.4,2.6,2.4,0.8944,0.8944,0.8944,"verbo"
"ganador",2.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"celebración",3,2.8,3,0,0.4472,0,"sustantivo"
"hilo",2,2,3,0,0,0,"sustantivo"
"pisar",1.8,2.6,3,0.8367,0.5477,0,"verbo"
"basura",1.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"mueca",2.2,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"extranjero",2.4,2.2,2.4,0.5477,0.4472,0.8944,"adjetivo"
"endémico",1.2,3,2,0.4472,0,1,"adjetivo"
"bronce",2.2,2,2.8,0.4472,0,0.4472,"sustantivo"
"pálido",2,1.8,3,0.7071,0.4472,0,"adjetivo"
"legislativo",1.6,2.4,1.6,0.5477,0.8944,0.8944,"adjetivo"
"católico",1.2,1.6,2.2,0.4472,0.5477,1.0954,"sustantivo"
"posar",2.4,2.4,2.6,0.5477,0.8944,0.8944,"verbo"
"preocupación",1,2.6,2.2,0,0.5477,0.8367,"sustantivo"
"amargo",1,1.4,3,0,0.5477,0,"adjetivo"
"hembra",2.4,1.6,3,0.8944,0.5477,0,"sustantivo"
"escoger",2.6,2.8,2.2,0.5477,0.4472,0.4472,"verbo"
"procedente",1.8,1.6,2.2,0.4472,0.5477,0.8367,"adjetivo"
"técnico",2.1667,2,2.1667,0.4082,0,0.7528,"adjetivo"
"consuelo",2.3333,2,2.3333,1.0328,1.0954,0.5164,"sustantivo"
"confesar",1.8333,2.5,2.1667,0.7528,0.8367,0.7528,"verbo"
"pop",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"socialista",2.1667,2.3333,2.5,0.9832,0.5164,0.8367,"adjetivo"
"español",2.3333,2,2.3333,0.5164,0,0.5164,"adjetivo"
"contexto",2,1.6,2.2,0.7071,0.5477,0.8367,"sustantivo"
"humedad",1.6,2,3,0.8944,1,0,"sustantivo"
"moda",2.2,2.4,2.6,0.4472,0.5477,0.5477,"sustantivo"
"ganadería",2.2,2,3,0.8367,0.7071,0,"sustantivo"
"creencia",2.4,2.4,2.2,0.5477,0.8944,0.8367,"sustantivo"
"correspondiente",2,1.8,1.8,0,0.4472,0.4472,"adjetivo"
"enfermo",1,1,2.8,0,0,0.4472,"sustantivo"
"turístico",2.8,2.2,3,0.4472,0.8367,0,"adjetivo"
"plataforma",1.8,2.4,2.4,0.4472,0.5477,0.5477,"sustantivo"
"clave",2,2.4,2.6,0,0.5477,0.5477,"sustantivo"
"ánimo",2.4,2.4,2.6,0.5477,0.5477,0.5477,"sustantivo"
"discurso",2.2,3,3,0.4472,0,0,"sustantivo"
"internacional",2.4,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"hondo",2.2,1.2,3,0.4472,0.4472,0,"adjetivo"
"claramente",2.4,1.6,2,0.5477,0.5477,1,"adverbio"
"obligación",1.6,2.4,2.8,0.5477,0.8944,0.4472,"sustantivo"
"sal",2.2,2,3,0.8367,1,0,"sustantivo"
"beneficio",2.8,2.4,2.2,0.4472,0.5477,0.8367,"sustantivo"
"montañoso",2.6,1.8,3,0.8944,1.0954,0,"adjetivo"
"miar",2.2,2.4,1.6,0.4472,0.5477,0.8944,"verbo"
"sesión",2,2,2.2,0,0.7071,0.8367,"sustantivo"
"evidente",2,2.2,2.4,0,0.8367,0.5477,"adjetivo"
"retrato",2,1.8,3,0.7071,1.0954,0,"sustantivo"
"permiso",2,2.4,2.8,0.7071,0.8944,0.4472,"sustantivo"
"destrucción",1.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"galería",2,2,3,0.7071,0.7071,0,"sustantivo"
"cotidiano",2.4,2.6,2.6,0.5477,0.5477,0.8944,"adjetivo"
"limpiar",2.4,3,3,0.8944,0,0,"verbo"
"autobús",1.6,2.4,3,0.5477,0.8944,0,"sustantivo"
"ruina",1.6,1.6,3,0.8944,0.8944,0,"sustantivo"
"atribuir",1.8,2.2,2,0.4472,1.0954,1,"verbo"
"despues",2.2,1.8,2.4,0.4472,0.4472,0.8944,"adverbio"
"biografiar",2.4,2.2,2.2,0.5477,0.8367,0.8367,"verbo"
"sureste",2,2,2.4,0.7071,0.7071,0.8944,"sustantivo"
"danza",2.6,2.8,3,0.8944,0.4472,0,"sustantivo"
"mecanismo",2.4,3,2.8,0.8944,0,0.4472,"sustantivo"
"cercanía",2.8,2,2.6,0.4472,0.7071,0.5477,"sustantivo"
"ficción",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"escupir",1.4,3,3,0.5477,0,0,"verbo"
"trozo",1.8,2.2,3,0.8367,1.0954,0,"sustantivo"
"niño",2.8,2.6,3,0.4472,0.5477,0,"adjetivo"
"gastar",1.6,2.8,3,0.5477,0.4472,0,"verbo"
"instrucción",2.4,3,2.6,0.5477,0,0.8944,"sustantivo"
"nacionalista",1.8,2,3,0.8367,1,0,"sustantivo"
"espiritual",2.4,1,2.8,0.5477,0,0.4472,"adjetivo"
"frecuente",2.6,2.2,2.2,0.5477,0.8367,0.8367,"adjetivo"
"muralla",2.4,1.4,3,0.5477,0.8944,0,"sustantivo"
"honor",2.6,1.6,2.2,0.5477,0.8944,1.0954,"sustantivo"
"empapar",1.8,2.2,3,0.8367,0.8367,0,"verbo"
"firma",2.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"judicial",1.2,1.6,2.6,0.4472,0.8944,0.8944,"adjetivo"
"derrota",1.2,2.2,3,0.4472,0.8367,0,"sustantivo"
"ira",1.2,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"apoderar",1.8,2.8,2,0.4472,0.4472,1,"verbo"
"regular",1.6,1.8,2.2,0.5477,0.4472,0.8367,"adjetivo"
"establecimiento",2,1.6,3,0,0.8944,0,"sustantivo"
"morder",2,3,3,0,0,0,"verbo"
"rango",2,1.8,2.4,0,0.8367,0.8944,"sustantivo"
"tranquilidad",3,2.4,2.8,0,0.8944,0.4472,"sustantivo"
"derramar",1.8,3,3,0.4472,0,0,"verbo"
"compromiso",2.8,3,2.6,0.4472,0,0.8944,"sustantivo"
"positivo",3,3,2.8,0,0,0.4472,"adjetivo"
"brigada",1.8,1.8,2.2,0.4472,0.8367,0.4472,"sustantivo"
"bit",2.4,2.2,2,0.5477,0.8367,1,"sustantivo"
"cigarro",1,1.4,3,0,0.8944,0,"sustantivo"
"aburrir",1,1.4,3,0,0.8944,0,"verbo"
"empujar",1.6,3,3,0.8944,0,0,"verbo"
"oración",2.6,2.6,3,0.5477,0.8944,0,"sustantivo"
"admitir",2.8,3,2.6,0.4472,0,0.5477,"verbo"
"rol",2.4,3,2.8,0.5477,0,0.4472,"sustantivo"
"insecto",1.2,2.6,2.8,0.4472,0.8944,0.4472,"sustantivo"
"atlántico",2.8,2.8,3,0.4472,0.4472,0,"adjetivo"
"abundante",2.8,2.6,3,0.4472,0.5477,0,"adjetivo"
"orquesta",3,3,3,0,0,0,"sustantivo"
"aproximar",2.2,2.6,2.6,0.4472,0.5477,0.8944,"verbo"
"certeza",2.6,2.4,1.8,0.5477,0.5477,0.8367,"sustantivo"
"mediterráneo",2.8,2.4,2.6,0.4472,0.8944,0.5477,"adjetivo"
"diablo",1.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"extremo",1.6,2.4,2.4,0.5477,0.5477,0.8944,"adjetivo"
"talento",3,3,2.6667,0,0,0.5164,"sustantivo"
"proveniente",2.2,1.8,2.2,0.4472,0.8367,0.8367,"adjetivo"
"empleado",1.4,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"naval",2,2.4,3,0,0.5477,0,"adjetivo"
"curioso",2.8,3,3,0.4472,0,0,"adjetivo"
"tensión",1,2,2.8,0,1,0.4472,"sustantivo"
"representativo",2,2.4,2.2,0,0.8944,0.8367,"adjetivo"
"noble",3,2.6,2.6,0,0.5477,0.5477,"adjetivo"
"cerro",2.6,1.2,3,0.5477,0.4472,0,"sustantivo"
"conexión",2.8,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"sumergir",2,2.6,3,0.7071,0.8944,0,"verbo"
"increíble",2.6,2.4,3,0.5477,0.8944,0,"adjetivo"
"tibio",2.4,1.6,3,0.5477,0.5477,0,"adjetivo"
"artista",2.8,3,3,0.4472,0,0,"adjetivo"
"expansión",2,2.8,2.6,0,0.4472,0.8944,"sustantivo"
"músico",3,3,3,0,0,0,"adjetivo"
"cuerda",2,1.8,3,0,0.4472,0,"sustantivo"
"paralelo",2,1.8,2.8,0,0.4472,0.4472,"adjetivo"
"arreglar",2.8,3,3,0.4472,0,0,"verbo"
"anotar",2,3,2.8,0,0,0.4472,"verbo"
"nuclear",1.6,2.6,2,0.8944,0.5477,1,"adjetivo"
"tembloroso",1.2,2.4,3,0.4472,0.8944,0,"adjetivo"
"paraíso",3,2.2,2.8,0,0.8367,0.4472,"sustantivo"
"comunista",2,2.4,2.6,0,0.5477,0.5477,"adjetivo"
"cintura",2.2,1.6,3,0.4472,0.5477,0,"sustantivo"
"liderar",2.4,3,3,0.5477,0,0,"verbo"
"muñeca",3,1.2,3,0,0.4472,0,"sustantivo"
"terrestre",2.4,1.8,3,0.5477,0.8367,0,"adjetivo"
"equilibrio",2.6,2.6,3,0.5477,0.5477,0,"sustantivo"
"salvaje",2.4,3,2.8,0.5477,0,0.4472,"adjetivo"
"estrategia",2.6,3,2.6,0.5477,0,0.8944,"sustantivo"
"castillo",2.8,1.6,3,0.4472,0.8944,0,"sustantivo"
"externo",2,1.8,2.8,0,0.4472,0.4472,"adjetivo"
"videojuego",2.6,1.8,3,0.5477,1.0954,0,"sustantivo"
"impresión",2,2.6,2.4,0,0.5477,0.8944,"sustantivo"
"lista",2,1.8,3,0,0.8367,0,"sustantivo"
"aguantar",1.2,2.6,2.8,0.4472,0.8944,0.4472,"verbo"
"guía",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"listar",2,3,2.2,0,0,1.0954,"verbo"
"cultivar",3,3,3,0,0,0,"verbo"
"pozo",1.6,1.2,3,0.5477,0.4472,0,"sustantivo"
"prender",2,2.2,2.4,0.7071,0.8367,0.8944,"verbo"
"acomodar",2.6,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"apartar",2,2.8,3,0,0.4472,0,"verbo"
"circuito",2.2,2,2.6,0.4472,0.7071,0.8944,"sustantivo"
"absurdo",1.4,1.4,2.6,0.5477,0.5477,0.8944,"adjetivo"
"discutir",1.2,3,3,0.4472,0,0,"verbo"
"altar",2.2,1.6,3,0.8367,0.8944,0,"sustantivo"
"feo",1.2,1.4,2.8,0.4472,0.5477,0.4472,"adjetivo"
"fuertemente",2.2,2.6,2.2,0.4472,0.5477,0.8367,"adverbio"
"latín",2.2,1.8,1.6,0.4472,0.4472,0.8944,"sustantivo"
"inspiración",3,3,2.6,0,0,0.8944,"sustantivo"
"castellano",2.2,2.2,3,0.4472,0.4472,0,"sustantivo"
"desvanecer",1.6,2.4,2.4,0.5477,0.8944,0.8944,"verbo"
"discusión",1.4,3,2.8,0.5477,0,0.4472,"sustantivo"
"yacer",1.8,1,2.8,0.4472,0,0.4472,"verbo"
"gobernador",1.8,2.6,3,0.8367,0.5477,0,"adjetivo"
"expulsar",1.4,3,2.6,0.5477,0,0.8944,"verbo"
"mortal",1.4,2.6,2.4,0.5477,0.5477,0.8944,"adjetivo"
"promoción",2.8,2.4,2.2,0.4472,0.5477,0.8367,"sustantivo"
"estimar",2.4,2.8,2.4,0.5477,0.4472,0.8944,"verbo"
"rasgo",2.2,1.6,2.6,0.4472,0.5477,0.8944,"sustantivo"
"cita",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"horrible",1,2.2,3,0,1.0954,0,"adjetivo"
"fracaso",1,1.4,2.4,0,0.8944,0.8944,"sustantivo"
"amenaza",1.2,3,3,0.4472,0,0,"sustantivo"
"admirar",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"varón",2.2,2.2,2.8,0.4472,0.4472,0.4472,"sustantivo"
"principal",2.4,2.4,2.2,0.5477,0.5477,0.8367,"sustantivo"
"líneo",2.2,2.2,2.6,0.8367,0.4472,0.8944,"adjetivo"
"serpiente",1.8,2.8,2.8,1.0954,0.4472,0.4472,"sustantivo"
"marqués",2.4,2.2,2.6,0.5477,0.8367,0.8944,"sustantivo"
"transferir",2.2,2.8,2,0.4472,0.4472,0.7071,"verbo"
"emprender",3,3,2.6,0,0,0.5477,"verbo"
"venganza",1,3,3,0,0,0,"sustantivo"
"plazo",1.6,2,2.4,0.5477,0.7071,0.8944,"sustantivo"
"reaccionar",1.6,3,2.6,0.5477,0,0.5477,"verbo"
"conclusión",2.2,2.2,2.8,0.4472,0.4472,0.4472,"sustantivo"
"avance",3,3,3,0,0,0,"sustantivo"
"complejo",2.2,2.4,2.2,0.4472,0.5477,0.8367,"adjetivo"
"rival",1,2.8,2.4,0,0.4472,0.8944,"sustantivo"
"atardecer",3,1.6,3,0,0.8944,0,"sustantivo"
"barro",1.8,1.4,2.8,0.8367,0.5477,0.4472,"sustantivo"
"ansia",2,2,2.4,0.7071,1,0.5477,"sustantivo"
"apurar",1.4,3,2.8,0.5477,0,0.4472,"verbo"
"étnico",2.6,2,2.6,0.5477,0,0.5477,"adjetivo"
"librar",2.8,3,2.6,0.4472,0,0.8944,"verbo"
"dinastía",1.8,1.6,2.2,0.4472,0.8944,0.8367,"sustantivo"
"botánico",2.8,1.4,2.4,0.4472,0.5477,0.8944,"sustantivo"
"cobrar",1.6,2.8,2.6,0.5477,0.4472,0.5477,"verbo"
"oficio",2.6,3,3,0.5477,0,0,"sustantivo"
"sincero",3,3,2.8,0,0,0.4472,"adjetivo"
"querido",3,2.6,3,0,0.8944,0,"sustantivo"
"responsable",2.6,3,2.8,0.8944,0,0.4472,"adjetivo"
"cazar",1.2,3,3,0.4472,0,0,"verbo"
"perfume",3,2,3,0,1,0,"sustantivo"
"mixto",2.4,2,3,0.5477,0.7071,0,"adjetivo"
"pelota",1.8,1.8,3,0.4472,1.0954,0,"sustantivo"
