palabra,media_agrado,media_activacion,media_imaginabilidad,sd_agrado,sd_activacion,sd_imaginabilidad,tipo
encargaren,2.1,2.8,2.4,0.3162,0.6325,0.8433,verbo
encargad,2.1,2.8,2.4,0.3162,0.6325,0.8433,verbo
encargar,2.1,2.8,2.4,0.3162,0.6325,0.8433,verbo
encargando,2.1,2.8,2.4,0.3162,0.6325,0.8433,verbo
animo,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animas,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
anima,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animamos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animáis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animan,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animado,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaba,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animabas,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animábamos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animabais,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaban,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animé,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaste,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animó,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animasteis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaron,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaré,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animarás,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animará,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaremos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaréis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animarán,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaría,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animarías,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaríamos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaríais,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animarían,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
anime,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animes,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animemos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animéis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animen,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animara,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaras,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animáramos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animarais,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaran,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animase,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animases,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animásemos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaseis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animasen,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animare,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animares,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animáremos,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animareis,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animaren,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animad,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animar,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
animando,2.7143,2.8571,2.5714,0.488,0.378,0.7868,verbo
divido,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
divides,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
divide,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividimos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividís,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividen,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividido,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividía,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividías,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividíamos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividíais,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividían,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividí,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiste,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividió,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividisteis,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieron,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiré,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividirás,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividirá,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiremos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiréis,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividirán,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiría,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividirías,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiríamos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiríais,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividirían,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
divida,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividas,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividamos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividáis,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividan,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiera,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieras,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiéramos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividierais,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieran,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiese,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieses,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiésemos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieseis,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiesen,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiere,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieres,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiéremos,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiereis,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividieren,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividid,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividir,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dividiendo,1.8333,2.5,2.3333,0.7528,0.8367,0.5164,verbo
dependo,1.6,2,2.4,0.5477,1,0.5477,verbo
dependes,1.6,2,2.4,0.5477,1,0.5477,verbo
depende,1.6,2,2.4,0.5477,1,0.5477,verbo
dependemos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependéis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependen,1.6,2,2.4,0.5477,1,0.5477,verbo
dependido,1.6,2,2.4,0.5477,1,0.5477,verbo
dependía,1.6,2,2.4,0.5477,1,0.5477,verbo
dependías,1.6,2,2.4,0.5477,1,0.5477,verbo
dependíamos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependíais,1.6,2,2.4,0.5477,1,0.5477,verbo
dependían,1.6,2,2.4,0.5477,1,0.5477,verbo
dependí,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiste,1.6,2,2.4,0.5477,1,0.5477,verbo
dependió,1.6,2,2.4,0.5477,1,0.5477,verbo
dependimos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependisteis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieron,1.6,2,2.4,0.5477,1,0.5477,verbo
dependeré,1.6,2,2.4,0.5477,1,0.5477,verbo
dependerás,1.6,2,2.4,0.5477,1,0.5477,verbo
dependerá,1.6,2,2.4,0.5477,1,0.5477,verbo
dependeremos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependeréis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependerán,1.6,2,2.4,0.5477,1,0.5477,verbo
dependería,1.6,2,2.4,0.5477,1,0.5477,verbo
dependerías,1.6,2,2.4,0.5477,1,0.5477,verbo
dependeríamos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependeríais,1.6,2,2.4,0.5477,1,0.5477,verbo
dependerían,1.6,2,2.4,0.5477,1,0.5477,verbo
dependa,1.6,2,2.4,0.5477,1,0.5477,verbo
dependas,1.6,2,2.4,0.5477,1,0.5477,verbo
dependamos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependáis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependan,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiera,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieras,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiéramos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependierais,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieran,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiese,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieses,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiésemos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieseis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiesen,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiere,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieres,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiéremos,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiereis,1.6,2,2.4,0.5477,1,0.5477,verbo
dependieren,1.6,2,2.4,0.5477,1,0.5477,verbo
depended,1.6,2,2.4,0.5477,1,0.5477,verbo
depender,1.6,2,2.4,0.5477,1,0.5477,verbo
dependiendo,1.6,2,2.4,0.5477,1,0.5477,verbo
supero,3,2.8571,2.2857,0,0.378,0.7559,verbo
superas,3,2.8571,2.2857,0,0.378,0.7559,verbo
supera,3,2.8571,2.2857,0,0.378,0.7559,verbo
superamos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superáis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superan,3,2.8571,2.2857,0,0.378,0.7559,verbo
superado,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaba,3,2.8571,2.2857,0,0.378,0.7559,verbo
superabas,3,2.8571,2.2857,0,0.378,0.7559,verbo
superábamos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superabais,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaban,3,2.8571,2.2857,0,0.378,0.7559,verbo
superé,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaste,3,2.8571,2.2857,0,0.378,0.7559,verbo
superó,3,2.8571,2.2857,0,0.378,0.7559,verbo
superasteis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaron,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaré,3,2.8571,2.2857,0,0.378,0.7559,verbo
superarás,3,2.8571,2.2857,0,0.378,0.7559,verbo
superará,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaremos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaréis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superarán,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaría,3,2.8571,2.2857,0,0.378,0.7559,verbo
superarías,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaríamos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaríais,3,2.8571,2.2857,0,0.378,0.7559,verbo
superarían,3,2.8571,2.2857,0,0.378,0.7559,verbo
supere,3,2.8571,2.2857,0,0.378,0.7559,verbo
superes,3,2.8571,2.2857,0,0.378,0.7559,verbo
superemos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superéis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superen,3,2.8571,2.2857,0,0.378,0.7559,verbo
superara,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaras,3,2.8571,2.2857,0,0.378,0.7559,verbo
superáramos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superarais,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaran,3,2.8571,2.2857,0,0.378,0.7559,verbo
superase,3,2.8571,2.2857,0,0.378,0.7559,verbo
superases,3,2.8571,2.2857,0,0.378,0.7559,verbo
superásemos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaseis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superasen,3,2.8571,2.2857,0,0.378,0.7559,verbo
superare,3,2.8571,2.2857,0,0.378,0.7559,verbo
superares,3,2.8571,2.2857,0,0.378,0.7559,verbo
superáremos,3,2.8571,2.2857,0,0.378,0.7559,verbo
superareis,3,2.8571,2.2857,0,0.378,0.7559,verbo
superaren,3,2.8571,2.2857,0,0.378,0.7559,verbo
superad,3,2.8571,2.2857,0,0.378,0.7559,verbo
superar,3,2.8571,2.2857,0,0.378,0.7559,verbo
superando,3,2.8571,2.2857,0,0.378,0.7559,verbo
apago,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagas,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apaga,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagamos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagáis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagan,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagado,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaba,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagabas,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagábamos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagabais,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaban,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagué,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaste,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagó,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagasteis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaron,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaré,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagarás,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagará,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaremos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaréis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagarán,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaría,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagarías,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaríamos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaríais,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagarían,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apague,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagues,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apaguemos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apaguéis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apaguen,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagara,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaras,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagáramos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagarais,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaran,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagase,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagases,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagásemos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaseis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagasen,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagare,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagares,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagáremos,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagareis,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagaren,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagad,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagar,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
apagando,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,verbo
controlo,1.75,3,2.25,0.7071,0,0.7071,verbo
controlas,1.75,3,2.25,0.7071,0,0.7071,verbo
controla,1.75,3,2.25,0.7071,0,0.7071,verbo
controlamos,1.75,3,2.25,0.7071,0,0.7071,verbo
controláis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlan,1.75,3,2.25,0.7071,0,0.7071,verbo
controlado,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaba,1.75,3,2.25,0.7071,0,0.7071,verbo
controlabas,1.75,3,2.25,0.7071,0,0.7071,verbo
controlábamos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlabais,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaban,1.75,3,2.25,0.7071,0,0.7071,verbo
controlé,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaste,1.75,3,2.25,0.7071,0,0.7071,verbo
controló,1.75,3,2.25,0.7071,0,0.7071,verbo
controlasteis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaron,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaré,1.75,3,2.25,0.7071,0,0.7071,verbo
controlarás,1.75,3,2.25,0.7071,0,0.7071,verbo
controlará,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaremos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaréis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlarán,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaría,1.75,3,2.25,0.7071,0,0.7071,verbo
controlarías,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaríamos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaríais,1.75,3,2.25,0.7071,0,0.7071,verbo
controlarían,1.75,3,2.25,0.7071,0,0.7071,verbo
controle,1.75,3,2.25,0.7071,0,0.7071,verbo
controles,1.75,3,2.25,0.7071,0,0.7071,verbo
controlemos,1.75,3,2.25,0.7071,0,0.7071,verbo
controléis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlen,1.75,3,2.25,0.7071,0,0.7071,verbo
controlara,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaras,1.75,3,2.25,0.7071,0,0.7071,verbo
controláramos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlarais,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaran,1.75,3,2.25,0.7071,0,0.7071,verbo
controlase,1.75,3,2.25,0.7071,0,0.7071,verbo
controlases,1.75,3,2.25,0.7071,0,0.7071,verbo
controlásemos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaseis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlasen,1.75,3,2.25,0.7071,0,0.7071,verbo
controlare,1.75,3,2.25,0.7071,0,0.7071,verbo
controlares,1.75,3,2.25,0.7071,0,0.7071,verbo
controláremos,1.75,3,2.25,0.7071,0,0.7071,verbo
controlareis,1.75,3,2.25,0.7071,0,0.7071,verbo
controlaren,1.75,3,2.25,0.7071,0,0.7071,verbo
controlad,1.75,3,2.25,0.7071,0,0.7071,verbo
controlar,1.75,3,2.25,0.7071,0,0.7071,verbo
controlando,1.75,3,2.25,0.7071,0,0.7071,verbo
disputo,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputas,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputa,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputamos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputáis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputan,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputado,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaba,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputabas,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputábamos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputabais,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaban,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputé,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaste,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputó,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputasteis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaron,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaré,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputarás,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputará,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaremos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaréis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputarán,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaría,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputarías,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaríamos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaríais,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputarían,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
dispute,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputes,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputemos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputéis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputen,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputara,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaras,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputáramos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputarais,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaran,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputase,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputases,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputásemos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaseis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputasen,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputare,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputares,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputáremos,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputareis,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputaren,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputad,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputar,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
disputando,1.7778,2.7778,2,0.9718,0.441,0.7071,verbo
medio,2.6667,2.7778,2,0.5,0.6667,1,verbo
medias,2.6667,2.7778,2,0.5,0.6667,1,verbo
media,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediamos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediáis,2.6667,2.7778,2,0.5,0.6667,1,verbo
median,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediado,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaba,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediabas,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediábamos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediabais,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaban,2.6667,2.7778,2,0.5,0.6667,1,verbo
medié,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaste,2.6667,2.7778,2,0.5,0.6667,1,verbo
medió,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediasteis,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaron,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaré,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediarás,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediará,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaremos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaréis,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediarán,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaría,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediarías,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaríamos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaríais,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediarían,2.6667,2.7778,2,0.5,0.6667,1,verbo
medie,2.6667,2.7778,2,0.5,0.6667,1,verbo
medies,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediemos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediéis,2.6667,2.7778,2,0.5,0.6667,1,verbo
medien,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediara,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaras,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediáramos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediarais,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaran,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediase,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediases,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediásemos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaseis,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediasen,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediare,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediares,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediáremos,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediareis,2.6667,2.7778,2,0.5,0.6667,1,verbo
mediaren,2.6667,2.7778,2,0.5,0.6667,1,verbo
